claim_id,policy_id,agent_id,claim_type,claim_date,resolution_date,claim_amount,approved_amount,status,region,days_to_resolve
CLM007475,POL006273,AGT04806,Theft,2021-08-17,2021-10-11,52732.95,0,Approved,Alberta,55
CLM007476,POL009696,AGT00453,Flood,2023-01-21,2023-01-23,65710.47,52542.23,Denied,British Columbia,2
CLM007477,POL007247,AGT09617,Wind/Hail,2022-08-10,2022-12-06,68140.05,39397.74,Open,British Columbia,118
CLM007478,POL001061,AGT03750,Water Damage,2025-10-27,2026-02-01,4776.79,3628.11,Closed,Manitoba,97
CLM007479,POL009103,AGT09376,Fire,2025-08-22,2025-11-28,35543.43,13139.45,Open,British Columbia,98
CLM007480,POL004254,AGT04937,Flood,2024-02-19,2024-03-23,55437.84,32600.22,Approved,Quebec,33
CLM007481,POL007971,AGT06106,Collision,2025-11-08,2025-12-11,63686.92,0,Open,Ontario,33
CLM007482,POL006782,AGT07293,Theft,2021-07-25,2021-08-21,49313.98,5059.32,Denied,Ontario,27
CLM007483,POL000989,AGT06227,Liability,2025-05-09,2025-05-18,11655.9,7753.98,Approved,Saskatchewan,9
CLM007484,POL006778,AGT02891,Fire,2021-01-10,2021-02-18,38910.93,5285.1,Approved,British Columbia,39
CLM007485,POL000008,AGT05870,Water Damage,2021-06-13,2021-07-29,37322.72,32055.34,Approved,Saskatchewan,46
CLM007486,POL001110,AGT04867,Flood,2022-05-04,2022-07-11,28814.19,22043.32,Denied,Ontario,68
CLM007487,POL005744,AGT08382,Flood,2021-10-26,2022-01-05,17997.57,14121.81,Closed,Saskatchewan,71
CLM007488,POL004227,AGT09709,Wind/Hail,2021-01-28,2021-05-14,16328.44,0,Denied,Ontario,106
CLM007489,POL006625,AGT04405,Fire,2025-03-17,2025-06-19,47609.38,27920.83,Denied,Saskatchewan,94
CLM007490,POL007640,AGT07752,Liability,2022-04-16,2022-06-12,35576.23,35005.8,Closed,Alberta,57
CLM007491,POL000882,AGT00438,Liability,2025-06-22,2025-08-20,42102.55,40306.01,Open,Alberta,59
CLM007492,POL002575,AGT07856,Wind/Hail,2024-01-12,2024-05-11,44349.78,5027.44,Approved,Saskatchewan,120
CLM007493,POL007628,AGT01291,Liability,2023-10-18,2024-01-09,20786.46,20541.01,Open,Alberta,83
CLM007494,POL003701,AGT04663,Liability,2022-04-25,2022-07-08,18439.07,742.17,Denied,British Columbia,74
CLM007495,POL000122,AGT00581,Collision,2024-01-07,2024-04-13,71172.96,68803.47,Denied,British Columbia,97
CLM007496,POL009306,AGT05469,Theft,2021-02-24,2021-04-05,13191.17,12442.92,Open,Manitoba,40
CLM007497,POL004823,AGT03135,Collision,2023-07-16,2023-07-25,1024.69,544.96,Denied,Alberta,9
CLM007498,POL004308,AGT04983,Collision,2022-06-26,2022-08-11,8551.37,7242.56,Denied,Ontario,46
CLM007499,POL001253,AGT04725,Flood,2022-05-03,2022-08-17,13009.65,4038.51,In Review,Quebec,106
CLM007500,POL007246,AGT06275,Theft,2025-05-21,2025-08-06,70246.61,9600.49,In Review,Quebec,77
CLM007501,POL006292,AGT01033,Flood,2025-02-27,2025-06-06,16840.3,0,Open,British Columbia,99
CLM007502,POL007120,AGT05924,Wind/Hail,2025-03-19,2025-03-21,46586.49,35661.23,Open,British Columbia,2
CLM007503,POL006891,AGT01055,Fire,2023-07-05,2023-09-20,68859.21,62701.92,Denied,Saskatchewan,77
CLM007504,POL005966,AGT03467,Fire,2021-12-06,2022-01-01,32011.89,8725.13,Approved,British Columbia,26
CLM007505,POL005744,AGT06514,Collision,2023-04-20,2023-05-12,35649.82,4086.47,In Review,British Columbia,22
CLM007506,POL008369,AGT04231,Wind/Hail,2021-08-09,2021-09-11,53791.03,7282.7,Denied,Quebec,33
CLM007507,POL005605,AGT02730,Collision,2022-06-29,2022-09-03,44524.18,42698.26,Approved,Quebec,66
CLM007508,POL009673,AGT03371,Collision,2021-01-22,2021-04-27,14238.64,7761.62,Open,Quebec,95
CLM007509,POL006376,AGT07016,Collision,2025-08-06,2025-08-20,32213.53,22781.07,Approved,British Columbia,14
CLM007510,POL006332,AGT09322,Fire,2023-11-15,2023-12-27,2396.97,1423.96,Approved,Manitoba,42
CLM007511,POL000797,AGT02329,Liability,2024-07-23,2024-11-14,69460.96,38451.95,Denied,Quebec,114
CLM007512,POL005079,AGT09355,Fire,2021-10-24,2022-01-02,54785.13,30046.34,Approved,Quebec,70
CLM007513,POL009863,AGT03865,Water Damage,2023-10-13,2024-01-19,4658.61,0,In Review,Manitoba,98
CLM007514,POL000861,AGT09043,Theft,2024-02-07,2024-03-15,70793.1,13891.37,In Review,Alberta,37
CLM007515,POL002943,AGT01173,Wind/Hail,2024-01-02,2024-04-09,40320.65,21936.53,In Review,Saskatchewan,98
CLM007516,POL003981,AGT04407,Water Damage,2025-12-21,2026-01-13,43882.41,0,Closed,Ontario,23
CLM007517,POL004111,AGT09283,Liability,2021-12-23,2022-03-01,15373.32,3221.09,Approved,British Columbia,68
CLM007518,POL009947,AGT07662,Collision,2023-02-03,2023-04-15,72282.59,6921.37,Approved,Manitoba,71
CLM007519,POL008402,AGT03669,Wind/Hail,2023-11-03,2023-11-05,20158.22,6021.32,In Review,British Columbia,2
CLM007520,POL007181,AGT04897,Collision,2025-12-13,2026-01-09,6930.09,0,Approved,Saskatchewan,27
CLM007521,POL001047,AGT04230,Wind/Hail,2025-04-11,2025-07-22,58536.08,0,Denied,Ontario,102
CLM007522,POL002083,AGT01577,Fire,2022-02-22,2022-04-28,50753.74,25959.19,Denied,British Columbia,65
CLM007523,POL001221,AGT05806,Liability,2024-01-13,2024-05-02,57977.27,28167.58,Approved,Saskatchewan,110
CLM007524,POL005439,AGT00028,Flood,2021-01-12,2021-01-24,42248.19,26016.46,Closed,Alberta,12
CLM007525,POL007784,AGT09772,Wind/Hail,2021-04-01,2021-07-01,29545.91,24894.57,In Review,Saskatchewan,91
CLM007526,POL004736,AGT07662,Water Damage,2023-05-09,2023-07-08,24390.86,4769.77,Open,Quebec,60
CLM007527,POL007204,AGT06085,Collision,2021-11-11,2021-12-23,55340.9,36204.52,Open,British Columbia,42
CLM007528,POL005203,AGT05648,Theft,2023-10-05,2024-01-09,40459.54,3247.69,In Review,Alberta,96
CLM007529,POL006552,AGT09652,Liability,2025-09-26,2025-12-30,49575.63,0,Denied,Saskatchewan,95
CLM007530,POL008999,AGT00134,Flood,2021-09-26,2021-10-30,56853.19,27416.93,In Review,Alberta,34
CLM007531,POL001484,AGT00153,Fire,2024-09-30,2025-01-02,66946.43,24390.48,Open,Ontario,94
CLM007532,POL004133,AGT03135,Collision,2024-03-23,2024-06-30,53087.2,16209.41,Closed,British Columbia,99
CLM007533,POL008513,AGT06435,Wind/Hail,2021-03-02,2021-04-11,26303.74,12694.28,In Review,British Columbia,40
CLM007534,POL008489,AGT02741,Wind/Hail,2022-05-09,2022-08-06,26955.69,19010.45,Open,Alberta,89
CLM007535,POL007005,AGT08877,Wind/Hail,2021-10-17,2022-02-10,72253.0,56075.4,Approved,Alberta,116
CLM007536,POL007134,AGT04322,Water Damage,2023-09-11,2023-09-17,71154.65,50427.27,Denied,Alberta,6
CLM007537,POL005036,AGT09289,Theft,2025-11-25,2025-12-17,41739.95,40119.66,Open,Saskatchewan,22
CLM007538,POL000921,AGT09262,Theft,2023-11-24,2024-02-12,65730.65,0,Open,Saskatchewan,80
CLM007539,POL002363,AGT08848,Water Damage,2024-11-03,2024-12-06,50000.89,32347.1,In Review,Saskatchewan,33
CLM007540,POL006147,AGT01309,Theft,2021-09-22,2022-01-04,15020.78,14392.89,Approved,Quebec,104
CLM007541,POL007734,AGT07100,Liability,2022-11-21,2023-02-05,16100.55,15950.98,Approved,Quebec,76
CLM007542,POL003796,AGT01134,Fire,2023-07-10,2023-10-17,2222.12,1085.85,Closed,Quebec,99
CLM007543,POL003406,AGT01406,Flood,2025-02-18,2025-03-06,40611.23,38705.79,Approved,British Columbia,16
CLM007544,POL002299,AGT07719,Water Damage,2022-03-20,2022-06-20,49098.63,0,In Review,Alberta,92
CLM007545,POL000528,AGT05367,Theft,2023-06-22,2023-07-09,8618.37,216.3,Open,British Columbia,17
CLM007546,POL000294,AGT04267,Water Damage,2021-12-08,2022-02-16,30906.45,2331.69,Closed,Quebec,70
CLM007547,POL003950,AGT06937,Flood,2023-09-02,2023-12-10,2788.62,1454.78,Denied,Quebec,99
CLM007548,POL001053,AGT00842,Liability,2021-11-13,2022-02-16,32090.82,1546.09,Approved,Alberta,95
CLM007549,POL000797,AGT04100,Flood,2025-12-12,2026-01-24,65210.31,0,Approved,Manitoba,43
CLM007550,POL004834,AGT07789,Flood,2025-06-18,2025-06-28,19574.66,15581.9,Open,Manitoba,10
CLM007551,POL001076,AGT03152,Liability,2021-12-21,2022-01-23,39847.96,5060.54,In Review,British Columbia,33
CLM007552,POL003470,AGT04244,Water Damage,2022-10-02,2023-01-30,71935.7,28009.77,Denied,Alberta,120
CLM007553,POL005463,AGT08536,Flood,2023-10-21,2023-11-14,71124.42,13348.2,In Review,Saskatchewan,24
CLM007554,POL009039,AGT08246,Wind/Hail,2023-12-21,2024-02-14,35369.76,23097.05,In Review,Quebec,55
CLM007555,POL002418,AGT00252,Water Damage,2024-06-26,2024-10-23,26710.66,17973.51,Open,Alberta,119
CLM007556,POL005631,AGT08924,Collision,2022-07-10,2022-07-27,66871.73,62537.8,Denied,Alberta,17
CLM007557,POL009502,AGT01638,Water Damage,2024-04-25,2024-07-04,5714.76,0,Open,Alberta,70
CLM007558,POL002098,AGT06042,Fire,2023-09-03,2023-12-21,65047.02,0,Closed,Quebec,109
CLM007559,POL008531,AGT06248,Collision,2021-12-22,2022-03-10,64116.27,31355.08,Denied,Quebec,78
CLM007560,POL003512,AGT05023,Water Damage,2025-09-12,2026-01-05,64421.36,0,In Review,British Columbia,115
CLM007561,POL006522,AGT03952,Water Damage,2022-02-04,2022-04-19,66020.84,17126.67,Approved,Manitoba,74
CLM007562,POL009007,AGT05083,Theft,2023-07-11,2023-11-04,1591.61,424.53,Open,Saskatchewan,116
CLM007563,POL003222,AGT06063,Fire,2023-08-10,2023-09-11,41315.85,33145.45,Denied,Alberta,32
CLM007564,POL003311,AGT04565,Water Damage,2023-06-15,2023-09-25,15757.9,5583.39,Open,Manitoba,102
CLM007565,POL006492,AGT03766,Flood,2025-09-15,2025-09-23,61549.93,60164.32,Approved,Saskatchewan,8
CLM007566,POL007463,AGT08401,Water Damage,2023-03-08,2023-03-10,60793.12,54659.95,Approved,Saskatchewan,2
CLM007567,POL002867,AGT08186,Fire,2021-10-14,2021-11-02,13208.51,4662.13,Approved,British Columbia,19
CLM007568,POL005215,AGT09825,Flood,2022-11-01,2023-02-17,31047.41,20385.75,Approved,Manitoba,108
CLM007569,POL009509,AGT02427,Wind/Hail,2024-10-25,2024-11-17,43646.33,0,In Review,Manitoba,23
CLM007570,POL007368,AGT00550,Wind/Hail,2025-02-08,2025-05-10,29033.31,8005.48,Open,British Columbia,91
CLM007571,POL001603,AGT03652,Liability,2024-06-02,2024-07-30,63985.38,58788.88,Open,Alberta,58
CLM007572,POL004068,AGT01758,Flood,2025-08-08,2025-09-19,5928.31,3837.39,In Review,Ontario,42
CLM007573,POL009581,AGT00010,Water Damage,2021-03-13,2021-03-19,15999.72,0,In Review,Ontario,6
CLM007574,POL008913,AGT02128,Flood,2021-02-24,2021-04-08,31576.27,24659.91,Closed,Quebec,43
CLM007575,POL006351,AGT01308,Liability,2023-09-27,2023-10-08,50389.91,15871.4,Open,British Columbia,11
CLM007576,POL005807,AGT05036,Liability,2021-01-21,2021-03-07,12728.85,8072.21,Closed,Alberta,45
CLM007577,POL006283,AGT04221,Collision,2025-11-12,2025-12-23,9177.74,3140.66,Approved,Ontario,41
CLM007578,POL003593,AGT09289,Wind/Hail,2024-04-10,2024-04-23,24384.54,21163.37,Approved,British Columbia,13
CLM007579,POL006205,AGT06100,Fire,2024-12-10,2025-01-16,5260.9,1422.23,Denied,Alberta,37
CLM007580,POL008454,AGT03108,Theft,2022-12-22,2023-04-04,11261.91,8032.01,Approved,British Columbia,103
CLM007581,POL002555,AGT07169,Water Damage,2021-04-24,2021-06-04,18047.12,3637.44,Denied,British Columbia,41
CLM007582,POL000545,AGT07137,Water Damage,2022-05-04,2022-06-21,619.63,508.56,In Review,British Columbia,48
CLM007583,POL005012,AGT02358,Fire,2025-04-18,2025-04-28,14022.86,941.27,Open,British Columbia,10
CLM007584,POL008310,AGT03550,Fire,2021-06-10,2021-06-24,51781.33,9306.94,Approved,Saskatchewan,14
CLM007585,POL004455,AGT09248,Water Damage,2023-05-12,2023-08-05,55232.54,22354.21,Approved,Manitoba,85
CLM007586,POL009792,AGT06260,Flood,2021-03-31,2021-04-21,65602.5,48285.55,Approved,Manitoba,21
CLM007587,POL009695,AGT05983,Collision,2021-04-22,2021-05-19,8959.57,5236.25,Closed,Manitoba,27
CLM007588,POL003190,AGT00689,Wind/Hail,2021-11-10,2021-12-20,71019.17,14360.02,Approved,Alberta,40
CLM007589,POL000382,AGT09659,Collision,2021-05-25,2021-07-03,19989.74,46.79,Approved,Saskatchewan,39
CLM007590,POL000874,AGT01147,Theft,2025-06-02,2025-07-14,38970.95,21444.33,Open,British Columbia,42
CLM007591,POL001294,AGT06738,Collision,2023-07-17,2023-11-07,34711.8,33449.26,Open,Ontario,113
CLM007592,POL000438,AGT05617,Collision,2023-07-27,2023-11-10,65295.53,15711.36,Denied,Saskatchewan,106
CLM007593,POL003494,AGT02072,Liability,2021-04-22,2021-05-20,74518.03,0,Approved,Ontario,28
CLM007594,POL005658,AGT02870,Flood,2025-06-08,2025-08-03,21502.28,7983.97,Denied,Saskatchewan,56
CLM007595,POL009475,AGT01487,Liability,2021-02-10,2021-04-24,659.13,0,Denied,British Columbia,73
CLM007596,POL005975,AGT01464,Wind/Hail,2021-09-24,2022-01-11,51821.21,35639.54,In Review,Ontario,109
CLM007597,POL000033,AGT09160,Water Damage,2024-08-24,2024-12-01,42432.54,41457.91,Approved,Manitoba,99
CLM007598,POL002663,AGT08850,Theft,2022-11-10,2023-01-14,63432.45,0,Closed,Saskatchewan,65
CLM007599,POL009812,AGT04320,Collision,2022-05-26,2022-06-23,38575.66,22137.54,In Review,Saskatchewan,28
CLM007600,POL001368,AGT08144,Theft,2022-04-08,2022-04-24,36108.36,15794.26,Open,British Columbia,16
CLM007601,POL000394,AGT00426,Fire,2023-06-23,2023-08-16,34213.42,18969.71,In Review,Ontario,54
CLM007602,POL006862,AGT08305,Theft,2022-01-23,2022-01-30,5575.63,2759.61,Closed,Alberta,7
CLM007603,POL007738,AGT03549,Wind/Hail,2023-01-29,2023-05-10,22749.49,7455.51,Closed,Ontario,101
CLM007604,POL003950,AGT06163,Fire,2023-05-25,2023-08-06,41390.28,25779.5,Denied,Saskatchewan,73
CLM007605,POL001100,AGT06188,Water Damage,2022-06-22,2022-08-07,13780.65,10372.52,Denied,Manitoba,46
CLM007606,POL001087,AGT09328,Theft,2025-01-28,2025-04-22,59624.19,29620.19,Open,Alberta,84
CLM007607,POL006082,AGT09943,Liability,2022-10-08,2022-10-23,8841.78,3574.77,Closed,Alberta,15
CLM007608,POL007049,AGT07594,Theft,2023-07-29,2023-09-03,2146.66,67.36,Approved,British Columbia,36
CLM007609,POL007665,AGT01167,Liability,2025-12-20,2026-02-16,47041.72,32397.63,Open,Manitoba,58
CLM007610,POL006593,AGT02777,Theft,2021-09-17,2021-12-08,33635.23,29841.15,In Review,Quebec,82
CLM007611,POL008753,AGT08627,Flood,2024-01-13,2024-03-29,34499.14,22264.17,Open,Alberta,76
CLM007612,POL007632,AGT04681,Wind/Hail,2025-04-21,2025-08-09,8213.65,4529.67,In Review,Manitoba,110
CLM007613,POL004385,AGT01268,Liability,2021-12-16,2022-01-05,63563.87,19296.51,Approved,Manitoba,20
CLM007614,POL001991,AGT05325,Theft,2021-12-19,2022-04-12,15850.22,11608.4,Approved,Alberta,114
CLM007615,POL001590,AGT02654,Water Damage,2024-01-19,2024-03-09,68920.86,64174.58,Denied,Alberta,50
CLM007616,POL004209,AGT00716,Flood,2024-09-02,2024-11-27,28068.8,10094.18,Approved,Alberta,86
CLM007617,POL000085,AGT04479,Liability,2023-10-13,2024-01-05,25361.23,0,Closed,Manitoba,84
CLM007618,POL003253,AGT09513,Theft,2022-11-10,2023-02-27,52806.18,30062.48,Closed,British Columbia,109
CLM007619,POL006432,AGT06841,Theft,2024-10-14,2024-10-19,67730.7,47291.68,Closed,Alberta,5
CLM007620,POL002592,AGT06657,Flood,2023-02-13,2023-04-20,73162.91,0,In Review,British Columbia,66
CLM007621,POL003517,AGT02925,Theft,2022-01-22,2022-02-20,60472.81,7706.15,Closed,Alberta,29
CLM007622,POL002313,AGT00403,Water Damage,2024-12-05,2025-03-27,67263.01,57703.23,Open,Saskatchewan,112
CLM007623,POL009628,AGT02317,Wind/Hail,2021-07-07,2021-09-25,41100.15,35775.84,Approved,Saskatchewan,80
CLM007624,POL003548,AGT05453,Water Damage,2022-10-29,2022-11-10,25650.19,16005.52,Approved,British Columbia,12
CLM007625,POL004094,AGT04488,Liability,2022-12-14,2023-01-14,41679.44,20535.65,Denied,Ontario,31
CLM007626,POL003364,AGT05526,Wind/Hail,2022-09-04,2022-11-03,16611.07,3714.11,Denied,Manitoba,60
CLM007627,POL003044,AGT04208,Wind/Hail,2023-12-05,2024-02-18,47311.63,0,Closed,Ontario,75
CLM007628,POL008463,AGT02522,Theft,2022-03-04,2022-04-08,5010.13,4018.79,Approved,British Columbia,35
CLM007629,POL008265,AGT04907,Theft,2022-05-08,2022-06-21,56631.82,21373.64,Open,Saskatchewan,44
CLM007630,POL002039,AGT00409,Fire,2021-08-06,2021-11-01,10157.54,9023.15,Closed,Quebec,87
CLM007631,POL006202,AGT09396,Liability,2023-03-24,2023-05-05,70606.03,39874.53,Closed,Manitoba,42
CLM007632,POL000852,AGT01738,Flood,2023-05-13,2023-08-24,51257.59,39022.19,Closed,Ontario,103
CLM007633,POL008020,AGT03424,Collision,2022-03-18,2022-04-17,16052.16,6198.79,Approved,Alberta,30
CLM007634,POL008557,AGT03549,Flood,2025-09-08,2025-12-26,65664.19,5198.38,Open,British Columbia,109
CLM007635,POL006593,AGT04390,Theft,2023-07-29,2023-10-05,35621.69,7146.97,In Review,Saskatchewan,68
CLM007636,POL009416,AGT09379,Wind/Hail,2025-10-11,2025-12-27,64821.87,15015.46,Closed,British Columbia,77
CLM007637,POL003163,AGT02560,Theft,2022-12-30,2023-01-01,74269.42,25198.16,In Review,Ontario,2
CLM007638,POL006126,AGT03114,Collision,2023-03-25,2023-04-03,52981.37,10227.49,Denied,Alberta,9
CLM007639,POL003354,AGT08284,Collision,2025-12-11,2026-01-03,10721.82,178.49,Denied,Alberta,23
CLM007640,POL006179,AGT05971,Water Damage,2021-02-06,2021-03-31,54905.82,35314.9,Approved,Saskatchewan,53
CLM007641,POL009990,AGT02068,Liability,2025-03-28,2025-05-20,24892.45,7474.06,Open,Quebec,53
CLM007642,POL009470,AGT03944,Fire,2024-11-21,2025-01-11,65946.6,0,Open,Ontario,51
CLM007643,POL005388,AGT08100,Theft,2024-03-17,2024-04-21,51858.1,51505.2,Approved,Alberta,35
CLM007644,POL000407,AGT06890,Liability,2022-06-01,2022-06-21,24620.9,0,Open,Alberta,20
CLM007645,POL009648,AGT07601,Fire,2023-02-18,2023-05-02,58411.42,0,Open,British Columbia,73
CLM007646,POL002744,AGT09134,Collision,2025-10-16,2025-11-05,62158.91,37766.96,Denied,British Columbia,20
CLM007647,POL009485,AGT07861,Theft,2025-05-12,2025-08-09,72359.29,19168.49,Closed,Manitoba,89
CLM007648,POL008240,AGT01016,Fire,2023-05-30,2023-08-11,34048.68,22146.61,Closed,Ontario,73
CLM007649,POL005634,AGT09722,Fire,2021-04-26,2021-06-17,23673.9,3849.72,Approved,British Columbia,52
CLM007650,POL006010,AGT01576,Wind/Hail,2022-10-14,2022-11-01,35656.59,13296.57,Approved,Manitoba,18
CLM007651,POL000167,AGT04325,Water Damage,2025-04-03,2025-04-04,16653.15,3411.16,Approved,Saskatchewan,1
CLM007652,POL002937,AGT06738,Wind/Hail,2023-04-07,2023-06-03,10907.61,0,In Review,Ontario,57
CLM007653,POL008172,AGT01381,Water Damage,2023-06-18,2023-09-22,56491.09,0,Denied,Manitoba,96
CLM007654,POL008188,AGT09864,Theft,2025-11-07,2026-02-14,14286.49,270.13,Open,Manitoba,99
CLM007655,POL009466,AGT01867,Liability,2024-12-02,2025-01-19,56663.64,5853.43,Approved,Saskatchewan,48
CLM007656,POL002551,AGT04957,Fire,2024-07-26,2024-10-28,28939.83,17831.04,Approved,British Columbia,94
CLM007657,POL005360,AGT04945,Fire,2022-05-01,2022-05-09,22474.58,11160.63,Denied,Ontario,8
CLM007658,POL000958,AGT02635,Flood,2021-08-27,2021-09-04,73107.9,9616.34,In Review,Manitoba,8
CLM007659,POL005253,AGT06599,Wind/Hail,2024-08-20,2024-09-15,61718.03,57496.84,Open,Saskatchewan,26
CLM007660,POL007791,AGT01098,Theft,2023-11-26,2023-12-02,18856.6,2474.17,In Review,Alberta,6
CLM007661,POL000848,AGT00865,Water Damage,2024-04-30,2024-05-24,36267.75,0,In Review,Alberta,24
CLM007662,POL004678,AGT02023,Liability,2021-10-11,2022-01-15,28816.45,0,Open,Ontario,96
CLM007663,POL003388,AGT07654,Liability,2023-03-07,2023-05-29,72810.82,16992.91,Denied,Ontario,83
CLM007664,POL008040,AGT01206,Water Damage,2022-09-30,2022-12-28,12595.54,7959.78,In Review,Ontario,89
CLM007665,POL003124,AGT04995,Wind/Hail,2025-10-14,2025-10-27,50660.71,0,Approved,Alberta,13
CLM007666,POL006111,AGT00173,Collision,2023-09-04,2023-09-17,636.89,219.88,Closed,Ontario,13
CLM007667,POL005643,AGT08652,Flood,2022-08-13,2022-09-21,21220.97,4726.62,Closed,Ontario,39
CLM007668,POL009472,AGT03817,Collision,2024-04-30,2024-06-21,55687.55,44661.44,Closed,British Columbia,52
CLM007669,POL006817,AGT03190,Water Damage,2023-01-21,2023-04-26,69553.85,5847.15,Approved,Manitoba,95
CLM007670,POL004866,AGT09417,Collision,2022-01-27,2022-05-16,61303.41,0,Denied,Ontario,109
CLM007671,POL004660,AGT05912,Collision,2021-10-05,2022-01-30,28040.46,24025.47,Approved,British Columbia,117
CLM007672,POL007884,AGT07629,Wind/Hail,2024-11-20,2024-11-25,60951.93,39801.29,Denied,Quebec,5
CLM007673,POL000811,AGT00335,Theft,2024-07-18,2024-08-25,12473.79,0,Closed,Alberta,38
CLM007674,POL009895,AGT07240,Liability,2021-04-03,2021-06-07,15188.72,8725.87,In Review,Alberta,65
CLM007675,POL001043,AGT06922,Water Damage,2025-03-13,2025-04-14,6657.58,3462.36,Approved,Ontario,32
CLM007676,POL008906,AGT00362,Water Damage,2022-04-13,2022-06-08,11723.16,1215.85,Closed,Ontario,56
CLM007677,POL004787,AGT06223,Theft,2024-08-21,2024-10-20,49506.38,18989.66,Open,Quebec,60
CLM007678,POL000235,AGT08201,Wind/Hail,2024-04-30,2024-06-01,13212.58,10977.87,Open,Ontario,32
CLM007679,POL009381,AGT06927,Theft,2021-11-12,2022-03-11,67106.13,28459.96,Denied,Ontario,119
CLM007680,POL001906,AGT03756,Fire,2021-06-04,2021-07-23,37797.03,16481.11,Denied,Quebec,49
CLM007681,POL001744,AGT00165,Theft,2025-08-21,2025-12-03,9660.68,523.34,Open,Saskatchewan,104
CLM007682,POL008381,AGT00987,Collision,2021-07-02,2021-07-31,73851.14,7086.54,Closed,Ontario,29
CLM007683,POL000762,AGT00275,Flood,2021-07-16,2021-09-02,34297.93,23765.46,In Review,Saskatchewan,48
CLM007684,POL008846,AGT03142,Water Damage,2024-10-22,2024-11-02,9228.83,2577.66,In Review,British Columbia,11
CLM007685,POL007744,AGT09166,Fire,2021-03-14,2021-05-27,68966.39,35215.99,Approved,Alberta,74
CLM007686,POL006893,AGT03194,Theft,2023-06-17,2023-08-27,23865.17,0,In Review,British Columbia,71
CLM007687,POL009712,AGT06083,Wind/Hail,2024-01-14,2024-01-31,42474.51,8840.37,Closed,Saskatchewan,17
CLM007688,POL007438,AGT09115,Liability,2025-01-31,2025-03-17,3140.45,81.78,Approved,Saskatchewan,45
CLM007689,POL005033,AGT05829,Water Damage,2021-06-15,2021-07-05,8890.49,0,Open,Manitoba,20
